"Campaign name","Ad set name",Gender,Age,"Ad name","Amount spent (THB)",Reach,Impressions,"Link clicks","Landing page views","Website adds to cart","Website purchases","Website purchases conversion value","Reporting starts","Reporting ends"
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,65+,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",2.03995546,25,36,1,1,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,45-54,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",1.97010639,17,28,2,2,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,55-64,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",1.92005608,48,77,,,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",unknown,45-54,"Live | 10 June 2026",1.90011826,24,25,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,male,65+,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",1.90010261,42,87,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,unknown,25-34,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",1.7999607,33,50,1,,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Board-Conversion,male,18-24,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",1.78935104,31,75,,,1,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Mid Month |","Mid Month -Retargeting",male,65+,"Mid Month  | 15-17June 2026",1.77382389,34,51,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",female,18-24,"Live | 10 June 2026",1.77011017,110,110,,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Traffic Campaign  | Live | June 2026","Live | June 2026-Broad",unknown,25-34,"Live | 10 June 2026",1.6501027,70,72,1,1,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,unknown,25-34,"Laser Your Pride Be Proud 1-10 June 2026-Conversion",1.64985633,29,30,1,,,,,2026-06-01,2026-06-17
"4040 | ONN | website Conversion | Always On",Gold-Retargeting-Conversion,female,65+,"ปีเซี๊ยะนำโชค 1-10 June 2026-Conversion",1.62004732,36,52,1,,,,,2026-06-01,2026-06-17
